File Name,Title,Price,Rating,ReviewCount,Links,OpeningClosing,Address
6.json,Guerlain Terracotta Sun Trio Bronzing Contouring Palette - Deep,$45.99,Rated 4.6 out of 5,487,https://makeupandbeauty.com/guerlain-lip-liner-feve-tonka-43-review-swatch-fotd/,,
6.json,N/A,N/A,N/A,N/A,N/A,,
6.json,Shop the Best Contour Makeup & Palettes | Sephora,N/A,N/A,N/A,https://www.sephora.com/shop/contour-palette-brush,,
6.json,Contouring | Ulta Beauty,N/A,N/A,N/A,https://www.ulta.com/makeup-face-contouring?N=27eh,,
6.json,Contour Palette - Amazon.com,N/A,N/A,N/A,https://www.amazon.com/Contour-Palette/s?k=Contour+Palette,,
6.json,16 Best Contour Kits and Palettes of 2021 for Sculpted Makeup - Cosmopolitan,N/A,N/A,N/A,https://www.cosmopolitan.com/style-beauty/beauty/g16767000/best-contour-makeup-kit/,,
6.json,These Are the 14 Best Contour Kits for Effortless Sculpting - Byrdie,N/A,Rated 4.0 out of 5,N/A,https://www.byrdie.com/best-contour-kits-4164165,,
6.json,The 10 Best Cream Contour Palettes for Sculpted Features - Byrdie,N/A,N/A,N/A,https://www.byrdie.com/best-cream-contour-palettes-4586699,,
6.json,Contour Palettes for Black & Dark Skin Tones,$8.49 to $15.49,N/A,N/A,https://www.blackradiancebeauty.com/makeup/face/contour.html,,
6.json,"Black Radiance True Complexion Contour Palette, Light To Medium | Walgreens",$9.99,Rated 4.6 out of 5,578,https://www.walgreens.com/store/c/black-radiance-true-complexion-contour-palette/ID=300388474-product,,
6.json,22 Of The Best Contour Kits For Sky-High Cheekbones - ELLE,N/A,N/A,N/A,https://www.elle.com/uk/beauty/make-up/g31850/best-contour-kit-palette/,,
6.json,N/A,,N/A,N/A,,N/A,N/A
7.json,NYX Cosmetics Wonder Stick,$12.99,Rated 4.0 out of 5,8k+,https://www.stylecraze.com/articles/best-drugstore-foundation-stick/,,
7.json,KIKO Milano Sculpting Touch Creamy Stick Contour,$14.00,Rated 4.4 out of 5,85,https://www.stylecraze.com/articles/best-contour-stick/,,
7.json,"Wet N Wild MegaGlo Makeup Stick, Contour, Call Me Maple 805 - 0.21 oz",$4.49,Rated 4.2 out of 5,6k+,https://www.stylecraze.com/articles/best-drugstore-cream-blush/,,
7.json,Anastasia Beverly Hills Contour & Highlight Stick Shadow 0.32 oz/ 9.1 G,$25.00,Rated 4.0 out of 5,9k+,https://www.stylecraze.com/articles/best-drugstore-foundation-stick/,,
7.json,Clinique Chubby Stick Sculpting CONTOUR. Curvy Contour,$26.50,Rated 4.3 out of 5,4k+,https://www.stylecraze.com/articles/best-clinique-foundations/,,
7.json,"La Girl Contour Stick, Hi-Lite, Radiance GCS582 - 0.2 oz",$3.95,Rated 4.3 out of 5,9k+,"https://www.natashaduhaney.com/la-girl-matte-flat-velvet-lipstick-review/#:~:text=Whether%20matte%2C%20satin%2C%20glossy,that%20includes%20shea%20butter.",,
7.json,Wet n Wild MegaGlo Dual-Ended Contour Stick,$6.49,Rated 4.1 out of 5,1k+,https://www.stylecraze.com/articles/best-contour-stick/,,
7.json,Fenty Beauty Match Stix Matte Contour Skinstick,$28.00,Rated 4.4 out of 5,5k+,https://fabbon.com/articles/makeup/best-fenty-beauty-products-from-rihanna-makeup-line,,
7.json,Westman Atelier Face Trace Contour Stick,$48.00,Rated 4.7 out of 5,733,http://www.prettyismyprofession.com/2021/04/review-westman-atelier-face-trace-cream.html,,
7.json,UOMA Beauty Double Take Contour Stick - Honey Honey Complexion,$22.80,Rated 4.5 out of 5,106,"https://nymag.com/strategist/article/uoma-beauty-double-take-contour-stick-review.html#:~:text=In%20fact%2C%20it%20knocks,glow%20to%20my%20complexion.",,
7.json,Maybelline Master Contour V-Shape Duo Stick,$8.99,Rated 4.0 out of 5,2k+,https://www.stylecraze.com/articles/best-contour-stick/,,
7.json,"Rimmel Insta Contour Duo Stick, Medium",$6.64,Rated 4.3 out of 5,42,N/A,,
7.json,Fenty Beauty Mini Match Stix Matte Contour Skinstick,$14.00,Rated 4.1 out of 5,74,N/A,,
7.json,Morphe Makeup Morphe Dimension Effect Highlight Stick #Effect5 Copper Shimmer 9g,$7.00,Rated 3.7 out of 5,30,https://essiebutton.com/benefit-watts-up-highlighter-dupes/,,
7.json,Etude House Play 101 Stick Contour Duo,$9.29,Rated 4.2 out of 5,46,https://www.stylecraze.com/articles/best-korean-highlighters/,,
7.json,Makeup Revolution Fast Base Contour Stick,$8.00,Rated 4.5 out of 5,42,N/A,,
7.json,MAKEUP BY MARIO Soft Sculpt Shaping Stick,$28.00,Rated 4.2 out of 5,382,N/A,,
7.json,NYX Professional Makeup Wonder Stick Cream Highlight & Contour Stick,$14.00,Rated 4.5 out of 5,199,N/A,,
7.json,Pur Minerals Cameo Contour Stick,$12.00,Rated 4.2 out of 5,286,https://www.stylecraze.com/articles/best-contour-stick/,,
7.json,Hard Candy Highlight Contour Face Duo Stick,$5.97,Rated 4.1 out of 5,117,N/A,,
7.json,"Mysense 6 Colors Contour Stick,Contour Concealer Highlighter Stick,Double Head Body Face Brightens & Shades Make Up Foundation Cream Pen,3pcs",$19.30,N/A,N/A,N/A,,
7.json,Clinique Chubby Stick Sculpting Contour 01 Curvy Contour By Clinique for Women,$33.22,Rated 4.5 out of 5,42,https://makeupandbeauty.com/clinique-01-curvy-contour-chubby-stick-sculpting-contour-review/,,
7.json,W7 Dual Contour Stick,$5.00,Rated 4.2 out of 5,110,N/A,,
7.json,Nyx Professional Makeup Wonder Stick | 03 - Light Medium,$14.00,Rated 4.5 out of 5,199,N/A,,
7.json,Smashbox Step By Step Contour Stick,$16.19,Rated 4.4 out of 5,672,https://heavy.com/beauty/best-contour-stick/,,
7.json,"ONLYOILY concealer contour highlighter stick contour stick,face highlighters,double-end make up concealer contouring sticks cream",$18.24,N/A,N/A,N/A,,
7.json,NYX Professional Makeup Wonder Stick,$14.00,Rated 4.6 out of 5,612,N/A,,
7.json,Absolute Sculpt Stick Highlight And Contour,$8.99,Rated 4.8 out of 5,14,N/A,,
7.json,Technic Contour Stix 3 Colours,$3.95,Rated 4.5 out of 5,201,N/A,,
7.json,"La Girl Contour Stick, Hi-Lite, Luminous GC5581 - 0.2 oz",$6.00,Rated 4.1 out of 5,280,N/A,,
7.json,Focallure 2 Pcs Contour Foundation Stick Highlighter & Bronzer Pen,$22.30,N/A,N/A,N/A,,
7.json,Flormar Contour Stick 10g,$12.98,Rated 5.0 out of 5,5,N/A,,
7.json,Contour Set Contour Makeup Set Makeup Highlighter Makeup Face Stick,$126.00,Rated 4.6 out of 5,1k+,N/A,,
7.json,Maybelline Master Contour By Facestudio V-Shape Duo Stick,$14.06,N/A,N/A,N/A,,
7.json,"Carter Beauty Throw Shade Duo Contour Stick - Medium, 0.08 oz",$12.30,Rated 4.5 out of 5,11,N/A,,
7.json,Hard Candy Look Pro! Highlight & Contour 1097 Medium,$5.97,Rated 4.1 out of 5,111,N/A,,
7.json,Believe Beauty Dual Ended Contour Stick,$4.50,Rated 3.5 out of 5,8,N/A,,
7.json,"Fenty Beauty Match Stix Contour Skinstick - Soft Amber, Contour, Cool Neutral Undertone for Fair Light Skin Tones, 0.25 oz / 7.10 G, by Rihanna",$14.00,Rated 4.4 out of 5,42,N/A,,
7.json,City Color Contour Stick & Cream Highlight,$32.82,Rated 3.8 out of 5,9,https://www.glamupgirls.com/city-color-contour-stick-and-cream-highlight-in-deep-review.html,,
7.json,Contour & Highlight Stick,$1.00,N/A,N/A,N/A,,
7.json,L.A. Colors Contour Stick - Light CBCS287,$6.79,Rated 4.0 out of 5,51,N/A,,
7.json,Doll Face Contour Wizard Contour Split Sticks,$8.95,Rated 1.0 out of 5,1,N/A,,
7.json,Contour stick Highlighting Contour Pencil,$9.00,Rated 4.0 out of 5,1,N/A,,
7.json,1 Step Contour Stick,$27.82,Rated 4.8 out of 5,95,N/A,,
7.json,"Double Head Highlighter Stick 2 in 1 Highlight Stick,Shading Contour Stick for Makeup,2 Colors Shimmer Cream Powder Waterproof Face Cosmetics",$13.69,N/A,N/A,N/A,,
7.json,L.A. Colors Contour Sticks 3 Piece Set - 1 ea,$22.00,Rated 4.7 out of 5,18,N/A,,
7.json,KTNAJOL 2 in 1 Highlighter Stick Shading Contour Stick for Makeup,$8.59,N/A,N/A,N/A,,
7.json,Wonder Stick 2-in-1 Highlight & Contour Stick,$27.26,N/A,N/A,N/A,,
7.json,(3 Pack) Absolute Sculpt Stick Highlight and Contour - Deep ABABSS04_3,$14.65,Rated 4.7 out of 5,3,N/A,,
7.json,"Multifunctional Makeup Stick Portable Highlighter Pen Lasting Waterproof Contour Stick for All Skin, Size: 2.9, Other",$9.99,N/A,N/A,N/A,,
7.json,Highlight Concealer Contour Stick 2 in 1 Body Makeup Shding Stick,$6.99,N/A,N/A,N/A,,
7.json,Golden Rose Contour Stick Crayon,$30.46,N/A,N/A,N/A,,
7.json,NYX Professional Makeup Wonder Stick Cream Highlight & Contour Stick - Medium,$14.00,Rated 4.0 out of 5,4,N/A,,
7.json,"Focallure 2 Pcs Mineral Cream Contour Stick,Moisturize Highlighter and Bronzer Pen,Non Stick Face Brightens & Shades Pencil,Long Lasting & Smooth",$12.99,N/A,N/A,N/A,,
7.json,Colormates Multi Cream Stick,$4.99,N/A,N/A,N/A,,
7.json,Lancome Contour & Highlighter Makeup Stick BUFF,$12.99,Rated 3.8 out of 5,98,N/A,,
7.json,Qic Makeup Two Qic Play 101 Sticks Contour Duo #01 #03,$7.19,Rated 5.0 out of 5,1,N/A,,
7.json,Highlighter Contour Stick Dual Head Brighten Prominent Side Profile Portable for Women New,$8.08,N/A,N/A,N/A,,
7.json,"NYX Wonder Stick Highlight & Contour Stick, Light/Medium WS01",$12.00,Rated 3.9 out of 5,47,N/A,,
7.json,7g Face Highlighter Stick Contour Foundation Stick Makeup Sticks for Face Blush Stick Face Brightens & Shades Pencil,$24.59,N/A,N/A,N/A,,
7.json,Valatala Double-headed Contouring Stick Clavicle Shadow Pen to Improve Contour Face Highlighter Sticks,$7.19,N/A,N/A,N/A,,
7.json,Hi.fancy Imagic Highlighter Pen Double-ended 2 in 1 Contour Stick Contouring Highlighter Create 3D Face Concealer Full Cover,$9.02,N/A,N/A,N/A,,
7.json,Bestope 2 in 1 Highlighter Stick Shading Contour Stick for Makeup,$7.68,N/A,N/A,N/A,,
7.json,Anastasia Beverly Hills Contour & Highlight Sticks - Mink (contour toasted almond),$25.00,Rated 4.1 out of 5,80,N/A,,
7.json,Palladio Build and Blend Contouring,$8.00,Rated 3.7 out of 5,3,N/A,,
7.json,Contouring Stick makeup For Face 2 In 1 Double Ended Highlighter Contouring Stick Long-Lasting Highlighting Shading Facial makeup,$9.67,N/A,N/A,N/A,,
7.json,L.A. Girl Velvet Contour Stick - Cashmere,$3.49,Rated 4.0 out of 5,139,N/A,,
7.json,"Nyx Wonder Stick (ws) Highlight & Contour Stick ,Medium, 0.28 Ounce",$10.37,N/A,N/A,N/A,,
7.json,Ardorlove Dual-purpose High-gloss Brightening and Contouring Stick Shimmering Contour Face Shimmering Powder Cream,$9.49,N/A,N/A,N/A,,
7.json,Nonie Creme Colour Prevails Sculpture Contour Highlight Makeup Stick Duo 3 Dark,$9.99,Rated 4.2 out of 5,4,/search?q=Nonie+Creme+Colour+Prevails+Sculpture+Contour+Highlight+Makeup+Stick+Duo+3+Dark&hl=en&stick=H4sIAAAAAAAAAONgVuLVT9c3NEzPMC7ItiyJf8RowS3w8sc9YSn9SWtOXmPU5OIKzsgvd80rySypFJLmYoOyBKX4uVB18uxi4g0oyk8pTS4JSi3LTC1fxOrvl5-XmargXJSaCyTzc_JLixQCilLLEjNzihWCk0tzCkpKi0AyeSUgKY_M9IwcIC5R8E3MTi0tUAguyUzOVnApzVcwVnBJLMoGANUc48auAAAA&sa=X&ved=2ahUKEwjFiYDf5v73AhU0mo4IHWIWAaAQ19UGegUIChClBQ,,
7.json,Double Take Contour Stick White Pearl,$40.00,N/A,N/A,N/A,,
7.json,Pretty Comy Double-end Makeup Contour Sticks Easy To Wear Fine Texture Bronzers And Highlighters Sticks,$6.87,N/A,N/A,N/A,,
7.json,Dual-purpose High-gloss Brightening and Contouring Stick Shimmering Contour Face Shimmering Powder Cream,$8.77,N/A,N/A,N/A,,
7.json,L'oreal Paris Infallible Longwear Foundation Shaping Stick,$10.99,Rated 4.2 out of 5,533,https://www.stylecraze.com/articles/best-contour-stick/,,
7.json,Contours Repair Stick Multi-functional Makeup Highlight Stick Highlight Facial Shadow Long Makeup Multi-purpose Facial Stick,$9.08,N/A,N/A,N/A,,
7.json,"L.A. Colors Contour Stick, Light, 1 Ounce",$8.88,Rated 5.0 out of 5,1,N/A,,
7.json,Double Take Contour Stick Bronze Venus,$40.00,N/A,N/A,N/A,,
7.json,Ulta face Contour Kit highlight + Contour palette by Ulta Beauty,$18.00,Rated 4.1 out of 5,2k+,https://www.stylecraze.com/articles/best-contouring-kits/,,
7.json,colorgram:TOK Re-Forming Contour Stick,$13.59,N/A,N/A,N/A,,
7.json,Fenty Beauty Match Stix Shimmer Skinstick,$28.00,Rated 4.4 out of 5,5k+,"https://singaporebeautyproducts.com/blush-reviews-singapore/rihanna-fenty-beauty-match-stix-shimmer-skinstick-review/#:~:text=The%20matte%20ones%20are,used%20as%20cream%20shadows.",,
7.json,N/A,N/A,N/A,N/A,N/A,,
7.json,Contouring | Ulta Beauty,N/A,N/A,N/A,https://www.ulta.com/makeup-face-contouring?N=27eh,,
7.json,Shop the Best Contour Makeup & Palettes | Sephora,N/A,N/A,N/A,https://www.sephora.com/shop/contour-palette-brush,,
7.json,Sculpt and Define With the Best Contour Sticks Available - Byrdie,N/A,Rated 4.0 out of 5,N/A,https://www.byrdie.com/best-contour-sticks,,
7.json,contour stick - Amazon.com,N/A,N/A,N/A,https://www.amazon.com/contour-stick/s?k=contour+stick,,
7.json,"9 best contour sticks, according to makeup artists - TODAY",N/A,N/A,N/A,https://www.today.com/today/amp/tdna230233,,
7.json,"The 10 Best Contour Sticks, According to Makeup Artists - WWD",Approx. $3 to $50,N/A,N/A,https://wwd.com/shop/shop-beauty/best-contour-sticks-1235038536/amp/,,
7.json,The Best Creamy Contour Sticks to Highlight Your Features - Us Weekly,N/A,N/A,N/A,https://www.usmagazine.com/shop-with-us/news/11-best-contour-sticks-cream-products/amp/,,
7.json,Face Trace Contour Stick | Clean Makeup | Westman Atelier,Free,Rated 4.8 out of 5,141,https://www.westman-atelier.com/products/face-trace,,
7.json,N/A,,N/A,N/A,,N/A,N/A
8.json,Anastasia Beverly Hills 14 Color Eye Shadow Palette,$27.00,Rated 4.7 out of 5,9k+,"https://www.thezoereport.com/beauty/the-35-best-eyeshadow-palettes-of-all-time-according-to-passionate-reviewers-22764751#:~:text=The%2014-color%20day-to-night%20palette,chrome%20and%20shimmer%20hues.",,
8.json,Huda Beauty 18-Color Eyeshadow Palette,$33.50,Rated 4.6 out of 5,9k+,"https://www.byrdie.com/huda-beauty-rose-quartz-eyeshadow-palette-review-5208321#:~:text=Featuring%2018%20ultra-wearable%20shades%2C,and%20last%20all%20day.",,
8.json,Urban Decay Naked 12-Color Palette,$49.00,Rated 4.6 out of 5,9k+,"https://www.shoesandglitter.com/2016/09/are-urban-decay-palettes-really-worth.html#:~:text=The%20palette%20comes%20in,and%20perfect%20for%20blending.",,
8.json,Natasha Denona 15-Color Eyeshadow Palette,$65.00,Rated 4.7 out of 5,8k+,"https://www.byrdie.com/natasha-denona-eyeshadow-palette-review-4799487#:~:text=While%20the%20Natasha%20Denona,incredibly%20easy%20to%20use.",,
8.json,Too Faced Born This Way Eye Shadow Palette,$49.00,Rated 4.5 out of 5,2k+,"https://beautymone.com/too-faced-born-this-way-natural-nudes-review/#:~:text=The%20difference%20between%20the,as%20the%20matte%20shades.",,
8.json,Morphe 35 Color Eyeshadow Palette,$26.00,Rated 4.7 out of 5,9k+,"https://ceeceechatter.com/morphe-35c-everyday-chic/#:~:text=There%27s%20a%20good%20mix,definitely%20a%20complete%20palette.",,
8.json,NYX Ultimate Shadow Palette,$12.99,Rated 4.5 out of 5,9k+,"https://anordinarygal.co.za/2018/03/nyx-ultimate-warm-neutrals-palette-review/#:~:text=The%20NYX%20Ultimate%20Warm,satins%2C%20shimmers%20and%20metallics.",,
8.json,Urban Decay Naked 6-Color Palette,$29.00,Rated 4.6 out of 5,9k+,"https://coffeeandmakeup.com/urban-decay-naked-2-basics-palette-review/#:~:text=The%20downsides%20are%20that,%28but%20not%20by%20much%29.",,
8.json,Fenty Beauty Snap Shadows,$28.00,Rated 4.3 out of 5,1k+,"https://supernovabeautyblog.com/2019/12/26/wow-or-waste-fenty-beauty-snap-shadows-eyeshadow-palettes/#:~:text=Create%20limitless%20looks%20with,keeping%20it%20perfectly%20compact.",,
8.json,MAKEUP BY MARIO Master Metallics Eyeshadow Palette,$48.00,Rated 4.2 out of 5,1k+,"https://makeupbymakena.com/2021/11/04/a-timeless-staple-makeup-by-mario-master-mattes-eyeshadow-palette-review/#:~:text=Master%20Mattes%20is%20a,love%20with%20matte%20eyeshadows.",,
8.json,tarte Tartelette In Bloom Clay Palette,$42.00,Rated 4.8 out of 5,9k+,"https://www.thezoereport.com/beauty/the-35-best-eyeshadow-palettes-of-all-time-according-to-passionate-reviewers-22764751#:~:text=This%20clay%20palette%2C%20packed,is%20an%20everyday%20essential.",,
8.json,Smashbox Cover: Shot Eye Palette,$29.00,Rated 4.4 out of 5,4k+,"https://www.cosmopolitan.com/style-beauty/beauty/g38956002/best-matte-eyeshadow-palettes/#:~:text=This%20matte%20palette%20covers,in%20your%20makeup%20bag.",,
8.json,PAT McGRATH LABS Mothership Eyeshadow Palette,$128.00,Rated 4.7 out of 5,9k+,"https://www.elle.com/uk/beauty/make-up/g31899/best-eyeshadow-palette/#:~:text=Known%20affectionately%20as%20%27mother%27,dream%20to%20paint%20on.",,
8.json,ILIA The Necessary Eyeshadow Palette,$38.00,Rated 4.7 out of 5,2k+,"https://www.byrdie.com/ilia-the-necessary-eyeshadow-palette-review-4767017#:~:text=The%20shades%20in%20each,layering%20for%20evening%20looks.",,
8.json,Urban Decay Naked Reloaded 12-Color Palette,$44.00,Rated 4.4 out of 5,2k+,"http://www.thebeautynerd.nl/make-up/urban-decay-naked-reloaded-eyeshadow-palette-review/#:~:text=The%20Urban%20Decay%20Reloaded,and%20twelve%20eyeshadow%20pans.",,
8.json,Huda Beauty Obsessions 9-Color Palette,$20.30,Rated 4.5 out of 5,9k+,"http://www.oliviaandbeauty.com/2021/04/huda-beauty-chocolate-brown-obsessions.html#:~:text=Effortlessly%20easy%20to%20master%2C,on%20every%20skin%20tone.",,
8.json,Morphe 35O Supernatural Glow Artistry Palette,$26.00,Rated 4.7 out of 5,227,"https://www.thezoereport.com/beauty/the-35-best-eyeshadow-palettes-of-all-time-according-to-passionate-reviewers-22764751#:~:text=The%20super%20version%20is,out%20of%205%20stars.",,
8.json,HUDA Beauty Nude Obsessions Eyeshadow Palette,$29.00,Rated 4.6 out of 5,4k+,"https://www.temptalia.com/huda-beauty-nude-medium-obsessions-eyeshadow-palette-review-swatches/#:~:text=It%20includes%20five%20matte,a%20slim%2C%20travel-friendly%20compact.",,
8.json,NARS Voyageur Eyeshadow Palette,$32.00,Rated 4.4 out of 5,347,"http://www.calibeaute.com/blog-1/2019/04/02/nars-voyageur-eyeshadow-palettes/#:~:text=Each%20travel%20sized%20palette,a%20new%2C%20innovative%20formula.",,
8.json,Makeup Revolution Forever Flawless Eyeshadow Palette,$10.40,Rated 4.5 out of 5,6k+,"https://indianbudgetbeauty.com/2020/04/makeup-revolution-forever-flawless-constellation-eyeshadow-palette-review.html#:~:text=Makeup%20Revolution%20Forever%20Flawless,Shimmers%20and%20metallic%20finishes.",,
8.json,Huda Beauty The New Nude Palette,$65.00,Rated 4.7 out of 5,9k+,"https://awomansconfidence.com/2018/11/28/the-new-nude-eyeshadow-palette/#:~:text=The%20palette%20is%20easy,especially%20the%20shimmer%20shades.",,
8.json,Natasha Denona Retro Eyeshadow Palette,$65.00,Rated 4.6 out of 5,322,"https://www.temptalia.com/natasha-denona-retro-midi-eyeshadow-palette-review-swatches/#:~:text=There%20are%20an%20additional,from%20pearl%20to%20sparkle.",,
8.json,Lorac Pro Palette,$25.00,Rated 4.7 out of 5,6k+,"https://prettyrufflife.com/2019/03/19/lorac-pro-4-eyeshadow-palette-swatches-and-review/#:~:text=LORAC%27s%20velvety-smooth%20shadows%20are,just%20like%20a%20PRO.",,
8.json,Tom Ford Eye Color Quad,$89.00,Rated 4.5 out of 5,4k+,"https://www.lenallure.com/2022/02/tom-ford-eye-color-quad-creme-35-rose-topaz-review-swatch.html#:~:text=Although%20super%20basic%2C%20these,all%20matte%20sultry%20shades%29.",,
8.json,UOMA Beauty Black Magic Palette,$44.00,Rated 4.6 out of 5,101,"https://www.browngirldoesmakeup.co.uk/makeup-review/uomanbspbeauty-black-magic-palette-allurenbsp#:~:text=The%20Allure%20palette%20contains,mattes%2C%20shimmers%20and%20metallics.",,
8.json,Rare Beauty - Discovery Eyeshadow Palette,$29.00,Rated 4.3 out of 5,329,"https://www.potpourriofwhatever.com/selena-gomez-rare-beauty-discovery-palette/#:~:text=Even%20though%20the%20palette,metallic%20and%20glitter%20finishes.",,
8.json,PATRICK TA Major Dimension Eyeshadow Palette,$68.00,Rated 4.5 out of 5,636,https://wwd.com/shop/shop-beauty/best-eyeshadow-palettes-1234987140/,,
8.json,Tom Ford Eye Color Quad - sous Le Sable,$89.00,Rated 4.5 out of 5,4k+,"http://www.bellyrubzbeauty.com/2020/08/25/tom-ford-eye-color-quad/#:~:text=I%20love%20mostly%20everything,for%20a%20smokey%20look.",,
8.json,CHANEL Les Beiges Healthy Glow Natural Eyeshadow Palette,$65.00,Rated 4.6 out of 5,641,"https://www.marieclaire.co.uk/beauty/make-up/best-eyeshadow-palettes-24513#:~:text=The%20nudey%20brown%20and,make%20them%20stand%20out.",,
8.json,Dior Backstage Eye Palette,$49.00,Rated 4.7 out of 5,2k+,"https://anitamichaela.com/dior-backstage-custom-eye-palette-swatches-review/#:~:text=Besides%206%20matte%20and,an%20ultra-metallic%20top%20coat.",,
8.json,N/A,N/A,N/A,N/A,N/A,,
8.json,Eyeshadow Palettes | Ulta Beauty,N/A,N/A,N/A,https://www.ulta.com/makeup-eyes-eyeshadow-palettes?N=26ye,,
8.json,Eyeshadow Palettes | Sephora,$7.00,N/A,N/A,https://www.sephora.com/shop/eyeshadow-palettes,,
8.json,Best Eyeshadow Palette - Amazon.com,N/A,N/A,N/A,https://www.amazon.com/Best-Eyeshadow-Palette/s?k=Best+Eyeshadow+Palette,,
8.json,The 14 Best Eyeshadow Palettes Money Can Buy - Byrdie,N/A,N/A,N/A,https://www.byrdie.com/best-eyeshadow-palettes-4586631,,
8.json,"34 best eyeshadow palettes we tested in 2022, with a makeup artist's tips",N/A,N/A,N/A,https://nypost.com/article/best-eyeshadow-palettes-with-tips-from-makeup-artist/,,
8.json,Eyeshadow Palettes - Target,N/A,N/A,N/A,https://www.target.com/c/eyeshadow-palettes-sets-makeup-beauty/-/N-qthv0,,
8.json,eyeshadow palette - Amazon.com,N/A,N/A,N/A,https://www.amazon.com/eyeshadow-palette/s?k=eyeshadow+palette,,
8.json,Eyeshadow Palette | Makeup Palette | BH Cosmetics,N/A,N/A,N/A,https://www.bhcosmetics.com/collections/eyeshadow-palettes,,
8.json,Eyeshadow Palettes - Juvia's Place,N/A,N/A,N/A,https://www.juviasplace.com/collections/eyeshadow-palettes,,
8.json,N/A,,N/A,N/A,,N/A,N/A
9.json,N/A,N/A,N/A,N/A,N/A,,
9.json,Tarte Face Tape Foundation 12N Fair Neutral,$38.51,N/A,N/A,/aclk?sa=L&ai=DChcSEwiMz5To5v73AhXQP60GHXsxCkMYABACGgJwdg&sig=AOD64_1lFJAwyAJB96UfI-8mPtFVG3N7sg&ctype=5&q=&ved=2ahUKEwjZp4ro5v73AhW1oY4IHRJsCxoQwg8oAHoECAEQCA&adurl=,,
9.json,Tarte Face Tape Foundation - 12N Fair Neutral,$40.00,Rated 4.2 out of 5,7k+,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiMz5To5v73AhXQP60GHXsxCkMYABADGgJwdg&ohost=www.google.com&cid=CAASJORosfc3MQgSD19vqkj6xt4GCVSrTVSy1eb3oi7Lm_-jJeVUgg&sig=AOD64_0uLRRGX9yHC3w1IJe9Mnfm265KeQ&ctype=46&q=&ved=2ahUKEwjZp4ro5v73AhW1oY4IHRJsCxoQzzkoAHoECAEQDQ&adurl=,,
9.json,Face Tapes Are TikTok's Way To Achieve An Instant Face Lift | InStyle,N/A,N/A,N/A,https://www.instyle.com/beauty/makeup/tiktok-face-tapes-facelift-trend,,
9.json,face lift tape - Amazon.com,N/A,N/A,N/A,https://www.amazon.com/face-lift-tape/s?k=face+lift+tape,,
9.json,"120 Piece Refill Tapes for Instant Face, Neck and Eye Lift Kit Tape",N/A,Rated 3.8 out of 5,"1,122",https://www.amazon.com/Piece-Refill-Tapes-Instant-Face/dp/B01N67BRN5,,
9.json,Tarte Face Tape Foundation | Ulta Beauty,$40.00,Rated 3.6 out of 5,"1,744",https://www.ulta.com/p/face-tape-foundation-pimprod2003933,,
9.json,Face Lifting Tape - Walmart,N/A,N/A,N/A,https://www.walmart.com/c/kp/face-lifting-tape,,
9.json,Instagram's Face Taping Trend Is A Cause For Concern - Refinery29,N/A,N/A,N/A,https://www.refinery29.com/amp/en-gb/face-taping-trend,,
9.json,face tape™ foundation | Tarte Cosmetics,$40.00,Rated 4.5 out of 5,"3,182",https://tartecosmetics.com/shop/face-tape-foundation-1600.html,,
9.json,Tarte Face Tape Foundation - 1.014 Fl Oz - Ulta Beauty - Target,$40.00,Rated 3.6 out of 5,"1,752",https://www.target.com/p/tarte-face-tape-foundation-1-014-fl-oz-ulta-beauty/-/A-83514240,,
9.json,N/A,,N/A,N/A,,N/A,N/A
10.json,N/A,N/A,N/A,N/A,N/A,,
10.json,N/A,N/A,N/A,N/A,N/A,,
10.json,Foundation (TV series) - Wikipedia,N/A,N/A,N/A,https://en.m.wikipedia.org/wiki/Foundation_(TV_series),,
10.json,Foundation series - Wikipedia,N/A,N/A,N/A,https://en.m.wikipedia.org/wiki/Foundation_series,,
10.json,Foundation,N/A,N/A,N/A,https://foundation.app/,,
10.json,Foundation (TV Series 2021– ) - IMDb,N/A,Rated 3.5 out of 5,"53,949",https://m.imdb.com/title/tt0804484/,,
10.json,Foundation | Apple TV+,N/A,N/A,N/A,https://tv.apple.com/us/show/foundation/umc.cmc.5983fipzqbicvrve6jdfep4x3,,
10.json,Gates Foundation,N/A,N/A,N/A,https://www.gatesfoundation.org/,,
10.json,"Amazon - Foundation: Asimov, Isaac: 9780553293357: Books",N/A,Rated 4.4 out of 5,"13,929",https://www.amazon.com/Foundation-Isaac-Asimov/dp/0553293354,,
10.json,N/A,,N/A,N/A,,N/A,N/A
11.json,Real Techniques Expert Face Brush,$9.99,Rated 4.6 out of 5,9k+,https://www.stylecraze.com/articles/best-concealer-brushes/,,
11.json,e.l.f. Selfie Ready Foundation Brush,$7.00,Rated 4.6 out of 5,1k+,https://www.stylecraze.com/articles/best-foundation-brush/,,
11.json,Rare Beauty Liquid Touch Brush,$28.00,Rated 4.7 out of 5,1k+,N/A,,
11.json,"Daubigny Foundation Makeup Brush Flat Top Kabuki Hexagon Face Blush Liquid Powder Foundation Brush for Blending Liquid, Cream or Flawless Powder Cosme",$13.52,Rated 4.6 out of 5,27,https://www.stylecraze.com/articles/best-kabuki-brush/,,
